,,,,,,,,
,,Sales Person,Geography,Product,Date,Amount,Customers,Boxes
,,Kaine Padly, Canada,Choco Coated Almonds,27/7/2021,"$8,540 ",390,407
,,Rafaelita Blaksland,   USA,Smooth Sliky Salty,27/7/2021,"$6,265 ",52,369
,,Rafaelita Blaksland,  New Zealand,Manuka Honey Choco,27/7/2021,$98 ,288,4
,,Jehu Rudeforth,  USA,Milk Bars,27/7/2021,"$7,105 ",22,237
,,Kaine Padly,UK,Peanut Butter Cubes,27/7/2021,"$10,605 ",14,483
,,Madelene Upcott, USA,Eclairs,27/7/2021,"$20,384 ",253,1359
,,Dotty Strutley,  USA,Drinking Coco,27/7/2021,$364 ,79,15
,,Brien Boise,  India,After Nines,27/7/2021,"$6,881 ",161,238
,,Marney O'Breen,  Australia,After Nines,27/7/2021,$483 ,48,20
,,Dotty Strutley, UK,Smooth Sliky Salty,27/7/2021,"$11,284 ",220,753
,,Mallorie Waber,New Zealand,Spicy Special Slims,27/7/2021,"$1,449 ",113,52
,,Gigi Bohling, UK,99% Dark & Pure,28/7/2021,"$7,273 ",403,317
,,Brien Boise,   Canada,Drinking Coco,28/7/2021,"$6,916 ",309,277
,,Kelci Walkden,   UK,Eclairs,28/7/2021,$868 ,38,52
,,Barr Faughny,UK,Smooth Sliky Salty,28/7/2021,$952 ,134,53
,,Marney O'Breen,New Zealand,Eclairs,28/7/2021,"$3,220 ",94,190
,,Madelene Upcott, New Zealand,Peanut Butter Cubes,28/7/2021,"$3,745 ",187,209
,,Wilone O'Kielt,Canada,Almond Choco,29/7/2021,"$10,878 ",57,473
,,Mallorie Waber, New Zealand,50% Dark Bites,29/7/2021,"$2,653 ",266,295
,,Jan Morforth, USA,Peanut Butter Cubes,29/7/2021,"$1,043 ",133,53
,,Camilla Castle, USA,White Choc,29/7/2021,"$5,257 ",63,526
,,Rafaelita Blaksland,   India,Raspberry Choco,29/7/2021,"$9,639 ",374,439
,,Kelci Walkden, New Zealand,Raspberry Choco,29/7/2021,"$12,950 ",249,720
,,Barr Faughny,  Australia,70% Dark Bites,29/7/2021,"$2,884 ",258,412
,,Gunar Cockshoot, India,Almond Choco,29/7/2021,"$3,024 ",340,132
,,Gunar Cockshoot,   New Zealand,Almond Choco,29/7/2021,"$9,394 ",332,553
,,Kaine Padly,  New Zealand,Spicy Special Slims,29/7/2021,"$3,878 ",1,177
,,Van Tuxwell,New Zealand,Mint Chip Choco,29/7/2021,"$9,863 ",245,520
,,Husein Augar, Australia,White Choc,29/7/2021,"$3,451 ",256,346
,,Beverie Moffet,Australia,Choco Coated Almonds,29/7/2021,"$8,078 ",136,385
,,Marney O'Breen,USA,Peanut Butter Cubes,29/7/2021,"$3,115 ",183,120
,,Marney O'Breen, Canada,99% Dark & Pure,29/7/2021,"$1,981 ",325,95
,,Beverie Moffet,   New Zealand,85% Dark Bars,29/7/2021,"$8,078 ",14,426
,,Roddy Speechley,   Canada,Drinking Coco,29/7/2021,"$8,757 ",229,351
,,Ches Bonnell, Australia,White Choc,29/7/2021,"$4,466 ",230,406
,,Wilone O'Kielt,Canada,Manuka Honey Choco,30/7/2021,$896 ,140,34
,,Kelci Walkden, Canada,Choco Coated Almonds,30/7/2021,"$10,045 ",145,670
,,Curtice Advani,New Zealand,Eclairs,30/7/2021,"$12,845 ",328,857
,,Oby Sorrel,   Canada,Eclairs,30/7/2021,"$8,708 ",115,581
,,Dennison Crosswaite,India,70% Dark Bites,30/7/2021,$476 ,21,44
,,Camilla Castle,  New Zealand,Raspberry Choco,30/7/2021,"$2,625 ",25,120
,,Van Tuxwell,   Canada,Fruit & Nut Bars,30/7/2021,"$10,969 ",391,646
,,Barr Faughny,USA,50% Dark Bites,2/8/2021,"$14,763 ",155,985
,,Oby Sorrel,   New Zealand,70% Dark Bites,2/8/2021,"$13,188 ",85,1884
,,Gigi Bohling, USA,Almond Choco,2/8/2021,"$6,944 ",299,386
,,Oby Sorrel,   Australia,Caramel Stuffed Bars,2/8/2021,"$8,561 ",196,306
,,Marney O'Breen,   New Zealand,Caramel Stuffed Bars,2/8/2021,"$4,753 ",259,217
,,Roddy Speechley,   India,Drinking Coco,2/8/2021,"$10,388 ",95,473
,,Madelene Upcott,   Australia,Caramel Stuffed Bars,2/8/2021,"$8,057 ",106,310
,,Barr Faughny,   UK,99% Dark & Pure,2/8/2021,$7 ,199,1
,,Wilone O'Kielt, New Zealand,Baker's Choco Chips,2/8/2021,"$1,666 ",94,209
,,Van Tuxwell,  USA,Milk Bars,2/8/2021,"$3,934 ",99,158
,,Karlen McCaffrey,India,Manuka Honey Choco,2/8/2021,"$11,746 ",297,368
,,Curtice Advani,   Australia,Orange Choco,2/8/2021,"$10,150 ",10,1015
,,Mallorie Waber,  UK,Almond Choco,2/8/2021,"$8,204 ",91,513
,,Barr Faughny,  New Zealand,Almond Choco,2/8/2021,"$8,015 ",357,501
,,Rafaelita Blaksland, India,Mint Chip Choco,2/8/2021,"$2,695 ",136,159
,,Jehu Rudeforth,  India,Fruit & Nut Bars,2/8/2021,"$4,277 ",97,286
,,Gigi Bohling, India,Caramel Stuffed Bars,2/8/2021,"$1,617 ",211,68
,,Rafaelita Blaksland,   India,Peanut Butter Cubes,2/8/2021,"$6,181 ",146,248
,,Beverie Moffet,Canada,85% Dark Bars,3/8/2021,"$5,957 ",71,249
,,Roddy Speechley,  Australia,Choco Coated Almonds,3/8/2021,"$4,550 ",41,253
,,Gigi Bohling,UK,After Nines,3/8/2021,"$7,217 ",1,278
,,Curtice Advani,  India,Eclairs,3/8/2021,"$4,151 ",21,260
,,Brien Boise, Canada,Manuka Honey Choco,3/8/2021,"$7,910 ",70,256
,,Kelci Walkden,New Zealand,Drinking Coco,3/8/2021,"$5,446 ",299,188
,,Roddy Speechley,   UK,Orange Choco,3/8/2021,"$9,443 ",403,1050
,,Jan Morforth,   Australia,Drinking Coco,3/8/2021,"$7,945 ",101,346
,,Dotty Strutley,USA,85% Dark Bars,3/8/2021,"$6,167 ",104,257
,,Dennison Crosswaite,  Canada,Orange Choco,4/8/2021,"$12,404 ",68,955
,,Dotty Strutley,  New Zealand,Peanut Butter Cubes,4/8/2021,"$7,168 ",12,378
,,Marney O'Breen,Australia,Almond Choco,4/8/2021,"$2,779 ",102,155
,,Karlen McCaffrey,  Australia,Raspberry Choco,5/8/2021,"$17,843 ",91,1190
,,Andria Kimpton,   India,Almond Choco,5/8/2021,"$1,491 ",171,68
,,Van Tuxwell,  UK,After Nines,5/8/2021,"$4,907 ",151,164
,,Oby Sorrel,   USA,Orange Choco,5/8/2021,"$11,452 ",137,1273
,,Rafaelita Blaksland,Australia,White Choc,5/8/2021,"$7,301 ",4,812
,,Curtice Advani,  Australia,Fruit & Nut Bars,5/8/2021,"$1,708 ",65,122
,,Marney O'Breen,  USA,Spicy Special Slims,5/8/2021,"$6,013 ",343,215
,,Karlen McCaffrey, USA,Fruit & Nut Bars,5/8/2021,"$3,654 ",62,261
,,Madelene Upcott, India,70% Dark Bites,5/8/2021,"$13,279 ",12,1660
,,Mallorie Waber,India,Manuka Honey Choco,5/8/2021,"$8,554 ",247,276
,,Husein Augar, Canada,White Choc,5/8/2021,"$8,554 ",56,713
,,Roddy Speechley, UK,Spicy Special Slims,5/8/2021,$14 ,27,1
,,Beverie Moffet,   UK,Almond Choco,5/8/2021,"$2,156 ",306,114
,,Jan Morforth, UK,Smooth Sliky Salty,6/8/2021,"$3,605 ",249,181
,,Camilla Castle,   Australia,Spicy Special Slims,6/8/2021,"$3,668 ",248,142
,,Curtice Advani, UK,Eclairs,6/8/2021,"$6,909 ",240,329
,,Beverie Moffet,  USA,Baker's Choco Chips,6/8/2021,"$7,434 ",52,744
,,Husein Augar,   New Zealand,Smooth Sliky Salty,6/8/2021,"$2,030 ",223,127
,,Van Tuxwell,  UK,Baker's Choco Chips,6/8/2021,"$12,201 ",108,763
,,Andria Kimpton,   Australia,Milk Bars,6/8/2021,"$5,075 ",53,203
,,Kelci Walkden,  New Zealand,Smooth Sliky Salty,6/8/2021,"$9,478 ",194,527
,,Dotty Strutley,   Australia,Baker's Choco Chips,6/8/2021,"$4,774 ",147,597
,,Gunar Cockshoot,  USA,Milk Bars,6/8/2021,"$7,413 ",268,323
,,Oby Sorrel,  UK,Baker's Choco Chips,6/8/2021,"$5,950 ",261,744
,,Barr Faughny,  Canada,Milk Bars,6/8/2021,"$4,592 ",84,192
,,Rafaelita Blaksland,  Canada,85% Dark Bars,6/8/2021,$42 ,80,2
,,Kaine Padly,   USA,Choco Coated Almonds,6/8/2021,"$1,148 ",383,77
,,Curtice Advani,   USA,Smooth Sliky Salty,9/8/2021,"$3,122 ",30,165
,,Jehu Rudeforth,New Zealand,99% Dark & Pure,9/8/2021,"$6,510 ",366,362
,,Rafaelita Blaksland,India,Milk Bars,9/8/2021,"$1,421 ",135,53
,,Rafaelita Blaksland,  UK,Spicy Special Slims,9/8/2021,$273 ,221,13
,,Curtice Advani,India,85% Dark Bars,9/8/2021,"$15,400 ",62,963
,,Kaine Padly, Canada,50% Dark Bites,9/8/2021,"$11,193 ",39,700
,,Curtice Advani,   Australia,99% Dark & Pure,9/8/2021,"$15,813 ",158,753
,,Dennison Crosswaite,   Canada,85% Dark Bars,9/8/2021,"$4,375 ",280,274
,,Dotty Strutley,   USA,50% Dark Bites,9/8/2021,"$11,683 ",166,899
,,Van Tuxwell, Australia,Spicy Special Slims,9/8/2021,"$9,009 ",262,361
,,Rafaelita Blaksland,  Australia,Spicy Special Slims,9/8/2021,"$7,112 ",180,264
,,Marney O'Breen,  Australia,Orange Choco,9/8/2021,$882 ,158,126
,,Oby Sorrel,  India,70% Dark Bites,9/8/2021,"$5,152 ",91,644
,,Ches Bonnell,Canada,Almond Choco,9/8/2021,"$2,947 ",438,174
,,Kaine Padly,USA,85% Dark Bars,9/8/2021,"$2,905 ",226,146
,,Brien Boise,   UK,Caramel Stuffed Bars,9/8/2021,"$2,548 ",267,107
,,Jehu Rudeforth,  New Zealand,Drinking Coco,9/8/2021,"$3,437 ",462,157
,,Dennison Crosswaite, USA,Raspberry Choco,9/8/2021,"$5,740 ",80,410
,,Gigi Bohling, UK,85% Dark Bars,9/8/2021,"$2,842 ",12,168
,,Barr Faughny,USA,99% Dark & Pure,9/8/2021,"$9,863 ",348,429
,,Andria Kimpton,  USA,99% Dark & Pure,9/8/2021,"$2,772 ",250,164
,,Brien Boise,   Australia,Eclairs,9/8/2021,"$7,833 ",184,603
,,Curtice Advani, India,Baker's Choco Chips,10/8/2021,"$10,248 ",61,684
,,Andria Kimpton,UK,Raspberry Choco,10/8/2021,"$5,677 ",176,355
,,Rafaelita Blaksland, Canada,Orange Choco,10/8/2021,"$8,596 ",282,1433
,,Wilone O'Kielt,Canada,Spicy Special Slims,10/8/2021,"$6,657 ",104,267
,,Gigi Bohling,India,Baker's Choco Chips,10/8/2021,"$8,134 ",231,678
,,Jan Morforth, New Zealand,Caramel Stuffed Bars,10/8/2021,"$3,122 ",215,105
,,Marney O'Breen,New Zealand,White Choc,10/8/2021,$875 ,213,55
,,Dotty Strutley,  UK,Caramel Stuffed Bars,10/8/2021,"$3,199 ",385,134
,,Oby Sorrel,   India,Orange Choco,10/8/2021,"$5,600 ",270,700
,,Van Tuxwell,USA,Choco Coated Almonds,10/8/2021,"$2,646 ",37,177
,,Dennison Crosswaite,  Canada,99% Dark & Pure,10/8/2021,"$16,940 ",164,706
,,Roddy Speechley, UK,Organic Choco Syrup,10/8/2021,"$9,191 ",114,368
,,Gunar Cockshoot,  Australia,Smooth Sliky Salty,10/8/2021,"$9,562 ",379,456
,,Curtice Advani, New Zealand,Manuka Honey Choco,10/8/2021,$567 ,55,20
,,Mallorie Waber, USA,Fruit & Nut Bars,10/8/2021,"$5,173 ",186,288
,,Kaine Padly, New Zealand,Orange Choco,10/8/2021,"$4,781 ",273,342
,,Gunar Cockshoot,India,Manuka Honey Choco,10/8/2021,"$6,111 ",73,191
,,Dennison Crosswaite,  New Zealand,Eclairs,10/8/2021,"$2,373 ",477,119
,,Beverie Moffet,  India,Raspberry Choco,10/8/2021,"$17,892 ",469,1278
,,Gigi Bohling,USA,Caramel Stuffed Bars,10/8/2021,"$1,729 ",43,70
,,Beverie Moffet, New Zealand,50% Dark Bites,10/8/2021,"$4,508 ",87,282
,,Dotty Strutley,New Zealand,After Nines,11/8/2021,"$11,641 ",76,432
,,Camilla Castle,  Canada,Drinking Coco,11/8/2021,"$3,647 ",239,131
,,Gigi Bohling,Canada,Organic Choco Syrup,11/8/2021,"$5,670 ",20,237
,,Van Tuxwell,  USA,Mint Chip Choco,11/8/2021,"$1,036 ",528,58
,,Jehu Rudeforth,New Zealand,Raspberry Choco,11/8/2021,"$11,067 ",107,615
,,Karlen McCaffrey,Canada,Caramel Stuffed Bars,11/8/2021,"$3,010 ",149,131
,,Wilone O'Kielt,   New Zealand,Almond Choco,11/8/2021,"$4,753 ",187,207
,,Dennison Crosswaite,  UK,Raspberry Choco,11/8/2021,"$11,690 ",278,616
,,Husein Augar, India,Choco Coated Almonds,11/8/2021,"$1,428 ",95,96
,,Madelene Upcott,  UK,70% Dark Bites,11/8/2021,"$5,467 ",30,547
,,Barr Faughny, Australia,Peanut Butter Cubes,11/8/2021,"$11,018 ",126,501
,,Marney O'Breen,India,Baker's Choco Chips,11/8/2021,"$10,171 ",11,1272
,,Camilla Castle,  USA,Raspberry Choco,11/8/2021,"$4,935 ",286,260
,,Mallorie Waber, India,After Nines,11/8/2021,"$2,499 ",20,81
,,Jehu Rudeforth, Canada,Almond Choco,11/8/2021,"$2,492 ",91,139
,,Karlen McCaffrey,UK,Baker's Choco Chips,11/8/2021,"$17,549 ",194,1755
,,Van Tuxwell,  UK,Manuka Honey Choco,11/8/2021,"$6,636 ",35,256
,,Van Tuxwell, Canada,After Nines,11/8/2021,"$8,904 ",372,308
,,Oby Sorrel,   UK,Orange Choco,11/8/2021,"$16,702 ",324,1392
,,Gigi Bohling,   Canada,Drinking Coco,11/8/2021,"$1,701 ",500,59
,,Ches Bonnell,  UK,Peanut Butter Cubes,11/8/2021,"$10,269 ",324,541
,,Jehu Rudeforth,UK,Orange Choco,11/8/2021,"$4,410 ",81,630
,,Kaine Padly,   UK,White Choc,12/8/2021,"$1,610 ",417,115
,,Marney O'Breen,  Canada,Choco Coated Almonds,12/8/2021,"$14,399 ",141,800
,,Husein Augar,   New Zealand,Spicy Special Slims,12/8/2021,"$1,169 ",310,49
,,Kaine Padly, UK,Smooth Sliky Salty,12/8/2021,"$13,867 ",320,694
,,Brien Boise,  USA,70% Dark Bites,12/8/2021,"$2,261 ",89,283
,,Mallorie Waber,India,Caramel Stuffed Bars,12/8/2021,"$2,394 ",171,83
,,Van Tuxwell, Australia,Milk Bars,12/8/2021,"$5,243 ",30,228
,,Beverie Moffet,   New Zealand,99% Dark & Pure,12/8/2021,"$4,501 ",145,196
,,Karlen McCaffrey,UK,Manuka Honey Choco,13/8/2021,"$2,513 ",144,77
,,Karlen McCaffrey,  Canada,Spicy Special Slims,13/8/2021,"$2,828 ",49,114
,,Kaine Padly,USA,Orange Choco,13/8/2021,"$13,944 ",77,1550
,,Jan Morforth,   USA,Organic Choco Syrup,13/8/2021,"$3,136 ",63,112
,,Curtice Advani, UK,Almond Choco,13/8/2021,"$6,587 ",214,347
,,Kelci Walkden, New Zealand,Spicy Special Slims,13/8/2021,"$2,254 ",232,87
,,Andria Kimpton,   New Zealand,Orange Choco,13/8/2021,"$6,356 ",64,795
,,Gunar Cockshoot, India,Eclairs,13/8/2021,"$2,688 ",312,168
,,Roddy Speechley, Canada,Fruit & Nut Bars,13/8/2021,"$5,719 ",57,477
,,Kelci Walkden,   UK,White Choc,13/8/2021,$238 ,122,27
,,Jan Morforth,India,Manuka Honey Choco,13/8/2021,"$3,486 ",62,113
,,Beverie Moffet, India,Almond Choco,13/8/2021,"$4,228 ",190,193
,,Karlen McCaffrey,UK,After Nines,16/8/2021,"$12,054 ",43,389
,,Van Tuxwell,Australia,Baker's Choco Chips,16/8/2021,$777 ,360,52
,,Husein Augar,   India,Almond Choco,16/8/2021,"$1,281 ",266,81
,,Beverie Moffet,  India,Mint Chip Choco,16/8/2021,"$15,043 ",167,836
,,Ches Bonnell,   Canada,Milk Bars,16/8/2021,"$7,959 ",84,319
,,Oby Sorrel,  USA,Eclairs,16/8/2021,$651 ,107,31
,,Ches Bonnell,  USA,Baker's Choco Chips,16/8/2021,"$14,280 ",124,1190
,,Ches Bonnell,Australia,Smooth Sliky Salty,16/8/2021,$672 ,190,42
,,Dennison Crosswaite,India,Caramel Stuffed Bars,16/8/2021,$420 ,64,15
,,Jehu Rudeforth, India,99% Dark & Pure,16/8/2021,"$9,527 ",220,397
,,Husein Augar,USA,Choco Coated Almonds,16/8/2021,"$3,262 ",58,164
,,Kaine Padly, Australia,Orange Choco,16/8/2021,"$5,201 ",107,401
,,Andria Kimpton,   UK,Manuka Honey Choco,16/8/2021,"$9,905 ",69,331
,,Jehu Rudeforth,  Australia,Choco Coated Almonds,16/8/2021,"$2,457 ",245,176
,,Ches Bonnell, New Zealand,Eclairs,16/8/2021,"$8,890 ",11,494
,,Kelci Walkden,  USA,Eclairs,17/8/2021,"$1,960 ",66,109
,,Rafaelita Blaksland,  India,Choco Coated Almonds,17/8/2021,"$4,487 ",99,214
,,Karlen McCaffrey,  Australia,Baker's Choco Chips,17/8/2021,"$2,240 ",32,249
,,Mallorie Waber, USA,Drinking Coco,17/8/2021,$308 ,445,14
,,Wilone O'Kielt,Australia,Milk Bars,17/8/2021,"$1,568 ",30,61
,,Dotty Strutley,   India,Orange Choco,18/8/2021,"$6,510 ",536,465
,,Beverie Moffet,UK,Organic Choco Syrup,18/8/2021,"$5,992 ",263,207
,,Karlen McCaffrey, Canada,Drinking Coco,18/8/2021,$609 ,398,24
,,Madelene Upcott,   UK,99% Dark & Pure,18/8/2021,"$8,141 ",73,340
,,Dennison Crosswaite,Australia,White Choc,18/8/2021,"$12,908 ",106,1174
,,Dotty Strutley,  New Zealand,85% Dark Bars,18/8/2021,$266 ,265,15
,,Dotty Strutley, Australia,Choco Coated Almonds,18/8/2021,"$14,672 ",122,816
,,Andria Kimpton,New Zealand,Manuka Honey Choco,18/8/2021,"$8,540 ",200,285
,,Jehu Rudeforth,Canada,Raspberry Choco,18/8/2021,$546 ,145,26
,,Roddy Speechley,  Australia,Peanut Butter Cubes,18/8/2021,"$1,631 ",43,86
,,Andria Kimpton,India,Fruit & Nut Bars,18/8/2021,$203 ,173,21
,,Camilla Castle,  Australia,85% Dark Bars,18/8/2021,"$3,451 ",21,165
,,Marney O'Breen, New Zealand,Manuka Honey Choco,18/8/2021,"$9,303 ",14,282
,,Dotty Strutley,   USA,Choco Coated Almonds,18/8/2021,"$5,565 ",314,293
,,Madelene Upcott, Canada,Baker's Choco Chips,18/8/2021,"$6,083 ",124,676
,,Andria Kimpton, USA,Eclairs,18/8/2021,"$3,808 ",50,293
,,Camilla Castle,   Australia,Drinking Coco,18/8/2021,"$4,634 ",25,172
,,Gigi Bohling,   UK,50% Dark Bites,18/8/2021,"$1,085 ",50,68
,,Madelene Upcott,   Canada,Spicy Special Slims,19/8/2021,"$9,506 ",39,476
,,Ches Bonnell,  Canada,99% Dark & Pure,19/8/2021,"$6,468 ",323,270
,,Ches Bonnell,  USA,Peanut Butter Cubes,19/8/2021,"$10,766 ",106,490
,,Husein Augar,   India,After Nines,19/8/2021,"$2,359 ",53,91
,,Van Tuxwell,   New Zealand,Smooth Sliky Salty,19/8/2021,$273 ,227,21
,,Camilla Castle,Australia,50% Dark Bites,19/8/2021,"$7,217 ",13,602
,,Kaine Padly,   Australia,Baker's Choco Chips,19/8/2021,"$8,386 ",7,560
,,Barr Faughny,   New Zealand,99% Dark & Pure,19/8/2021,"$13,111 ",43,625
,,Andria Kimpton,  USA,Peanut Butter Cubes,19/8/2021,$287 ,82,16
,,Madelene Upcott,   Australia,Spicy Special Slims,19/8/2021,"$11,795 ",204,492
,,Wilone O'Kielt,Canada,Fruit & Nut Bars,19/8/2021,"$7,721 ",56,483
,,Camilla Castle,  New Zealand,Baker's Choco Chips,19/8/2021,$147 ,179,11
,,Camilla Castle, Australia,70% Dark Bites,19/8/2021,"$2,891 ",32,207
,,Curtice Advani, India,Fruit & Nut Bars,19/8/2021,$875 ,256,49
,,Barr Faughny,  UK,50% Dark Bites,19/8/2021,$910 ,38,102
,,Andria Kimpton,   USA,Baker's Choco Chips,20/8/2021,"$1,498 ",109,100
,,Van Tuxwell,   Canada,Mint Chip Choco,20/8/2021,"$1,099 ",123,74
,,Andria Kimpton, Canada,After Nines,20/8/2021,$805 ,69,26
,,Jehu Rudeforth,USA,Almond Choco,20/8/2021,"$2,268 ",119,152
,,Dennison Crosswaite,  USA,Milk Bars,20/8/2021,"$1,568 ",220,69
,,Roddy Speechley,  UK,White Choc,20/8/2021,$49 ,4,4
,,Ches Bonnell,  Canada,Drinking Coco,20/8/2021,"$12,558 ",133,503
,,Camilla Castle,Australia,Eclairs,20/8/2021,"$2,856 ",199,179
,,Kelci Walkden,   New Zealand,Milk Bars,20/8/2021,$896 ,84,32
,,Karlen McCaffrey, New Zealand,Almond Choco,20/8/2021,"$2,709 ",145,118
,,Barr Faughny, Australia,Baker's Choco Chips,20/8/2021,"$1,729 ",326,217
,,Roddy Speechley,  New Zealand,Almond Choco,20/8/2021,"$5,215 ",250,326
,,Marney O'Breen,   UK,Smooth Sliky Salty,20/8/2021,"$1,008 ",205,56
,,Andria Kimpton,USA,Manuka Honey Choco,20/8/2021,"$10,661 ",229,356
,,Dotty Strutley,   India,Fruit & Nut Bars,20/8/2021,"$6,713 ",154,560
,,Ches Bonnell, Canada,After Nines,20/8/2021,"$5,320 ",98,190
,,Beverie Moffet,USA,Raspberry Choco,20/8/2021,"$3,850 ",311,193
,,Van Tuxwell,   Australia,Peanut Butter Cubes,20/8/2021,$616 ,103,27
,,Rafaelita Blaksland,   USA,Fruit & Nut Bars,20/8/2021,"$3,318 ",139,237
,,Ches Bonnell,India,Fruit & Nut Bars,20/8/2021,"$1,876 ",72,134
,,Camilla Castle, New Zealand,Spicy Special Slims,20/8/2021,"$10,724 ",206,511
,,Oby Sorrel,   India,Drinking Coco,20/8/2021,"$1,757 ",239,61
,,Kaine Padly,  Australia,Raspberry Choco,20/8/2021,"$11,060 ",139,692
,,Beverie Moffet,   India,After Nines,20/8/2021,"$1,645 ",272,64
,,Jehu Rudeforth,UK,Drinking Coco,23/8/2021,$952 ,267,34
,,Mallorie Waber,  India,Peanut Butter Cubes,23/8/2021,"$2,786 ",133,155
,,Dotty Strutley, UK,Raspberry Choco,23/8/2021,"$8,659 ",391,394
,,Mallorie Waber, UK,Orange Choco,23/8/2021,"$9,765 ",70,698
,,Camilla Castle,   Australia,White Choc,23/8/2021,"$6,314 ",106,451
,,Roddy Speechley,  New Zealand,Baker's Choco Chips,23/8/2021,"$4,431 ",91,296
,,Camilla Castle,  Australia,Mint Chip Choco,23/8/2021,"$1,918 ",107,113
,,Gigi Bohling, UK,Choco Coated Almonds,23/8/2021,"$6,111 ",51,322
,,Madelene Upcott,  UK,Drinking Coco,23/8/2021,$329 ,378,13
,,Andria Kimpton,  USA,Mint Chip Choco,23/8/2021,"$6,146 ",169,473
,,Camilla Castle, New Zealand,Smooth Sliky Salty,23/8/2021,"$4,529 ",13,324
,,Mallorie Waber, India,Choco Coated Almonds,23/8/2021,"$3,241 ",23,232
,,Jan Morforth,Australia,Raspberry Choco,24/8/2021,"$1,120 ",22,63
,,Gunar Cockshoot, Australia,Mint Chip Choco,24/8/2021,$770 ,4,52
,,Dennison Crosswaite,  New Zealand,After Nines,24/8/2021,"$8,064 ",8,279
,,Jan Morforth,   India,Spicy Special Slims,24/8/2021,"$3,780 ",44,172
,,Barr Faughny,  Australia,Raspberry Choco,24/8/2021,"$1,211 ",224,58
,,Wilone O'Kielt,  India,Orange Choco,24/8/2021,"$2,338 ",120,167
,,Andria Kimpton,  Australia,Organic Choco Syrup,24/8/2021,"$1,666 ",126,54
,,Brien Boise, New Zealand,Manuka Honey Choco,25/8/2021,"$1,057 ",206,38
,,Jehu Rudeforth,  India,Mint Chip Choco,25/8/2021,"$11,291 ",145,706
,,Madelene Upcott,   India,Eclairs,25/8/2021,"$5,103 ",236,243
,,Marney O'Breen,  USA,Baker's Choco Chips,25/8/2021,"$2,982 ",199,213
,,Curtice Advani, USA,Milk Bars,25/8/2021,"$1,274 ",44,51
,,Curtice Advani,   UK,White Choc,26/8/2021,"$2,786 ",31,164
,,Gigi Bohling,New Zealand,Mint Chip Choco,26/8/2021,"$7,609 ",270,401
,,Dennison Crosswaite,   Australia,Almond Choco,26/8/2021,"$5,285 ",86,265
,,Curtice Advani,New Zealand,Fruit & Nut Bars,26/8/2021,$196 ,150,18
,,Ches Bonnell,Australia,Baker's Choco Chips,26/8/2021,$945 ,175,63
,,Wilone O'Kielt, Canada,Organic Choco Syrup,27/8/2021,"$8,638 ",318,376
,,Gunar Cockshoot, India,Smooth Sliky Salty,27/8/2021,"$12,446 ",242,593
,,Barr Faughny,   USA,Choco Coated Almonds,27/8/2021,$140 ,80,7
,,Ches Bonnell,   UK,Choco Coated Almonds,27/8/2021,$903 ,206,43
,,Roddy Speechley, UK,Choco Coated Almonds,27/8/2021,"$7,742 ",55,517
,,Dotty Strutley,Australia,Caramel Stuffed Bars,27/8/2021,$525 ,18,21
,,Oby Sorrel, New Zealand,White Choc,27/8/2021,"$8,428 ",50,937
,,Mallorie Waber,   Australia,85% Dark Bars,27/8/2021,$784 ,20,42
,,Kelci Walkden,  Canada,Mint Chip Choco,30/8/2021,"$4,403 ",288,294
,,Madelene Upcott,  USA,99% Dark & Pure,30/8/2021,"$1,022 ",124,45
,,Karlen McCaffrey,UK,Smooth Sliky Salty,30/8/2021,"$10,080 ",242,720
,,Mallorie Waber,  India,Fruit & Nut Bars,30/8/2021,"$9,212 ",420,709
,,Kelci Walkden, Australia,Fruit & Nut Bars,30/8/2021,"$7,392 ",184,740
,,Marney O'Breen, Canada,Caramel Stuffed Bars,31/8/2021,"$6,174 ",130,229
,,Wilone O'Kielt,   Canada,After Nines,31/8/2021,"$2,709 ",102,105
,,Wilone O'Kielt, Australia,Manuka Honey Choco,31/8/2021,"$9,303 ",77,333
,,Oby Sorrel,  New Zealand,Caramel Stuffed Bars,31/8/2021,"$2,401 ",14,101
,,Brien Boise, UK,Drinking Coco,31/8/2021,$126 ,8,6
,,Marney O'Breen,UK,85% Dark Bars,31/8/2021,"$2,695 ",50,118
,,Ches Bonnell,  New Zealand,Smooth Sliky Salty,31/8/2021,"$7,882 ",358,493
,,Oby Sorrel,Australia,Milk Bars,31/8/2021,"$13,370 ",265,432
,,Oby Sorrel,   Canada,After Nines,31/8/2021,"$5,215 ",245,174
,,Madelene Upcott, USA,50% Dark Bites,31/8/2021,"$12,978 ",239,1082
,,Camilla Castle,  USA,Drinking Coco,31/8/2021,"$15,813 ",41,688
,,Roddy Speechley, India,Choco Coated Almonds,31/8/2021,$749 ,560,45
,,Kelci Walkden,   New Zealand,Peanut Butter Cubes,31/8/2021,"$6,020 ",304,241
,,Andria Kimpton,  USA,After Nines,31/8/2021,"$2,135 ",210,67
,,Kaine Padly,  India,Raspberry Choco,31/8/2021,"$10,927 ",221,608
,,Rafaelita Blaksland,  Australia,Raspberry Choco,31/8/2021,"$2,275 ",56,120
,,Rafaelita Blaksland,   New Zealand,Mint Chip Choco,31/8/2021,"$9,443 ",12,450
,,Wilone O'Kielt, Australia,50% Dark Bites,31/8/2021,"$11,326 ",243,944
,,Mallorie Waber,Canada,Spicy Special Slims,31/8/2021,"$2,100 ",352,105
